|word_de|part_of_speech|word_en|sentence_de|sentence_en|sentence_lemmatized_de
47.0|und|conjunction|and|Blut und Asche lagen verstreut im Staub.|Blood and ashes lay scattered in the dust.|Blut;und;Asche;liegen;verstreuen;in;Staub
48.0|danach|adverb|after that|Wir gingen essen und fuhren danach nach Hause.|We went to eat and drove home after that.|wir;essengehen;essen;und;fahren;danach;nach;Haus
49.0|werden|verb|become|Er wird bald ein berühmter Musiker werden.|He will soon become a famous musician.|er;werden;bald;ein;berühmt;Musiker;werden
50.0|in|preposition|in|In der Ferne leuchteten die Lichter der Stadt.|In the distance, the city lights were shining.|in;der;Ferne;leuchten;der;Licht;der;Stadt
51.0|der|article|the|Der Mond schien hell über den stillen Wäldern.|The moon shone brightly over the quiet forests.|der;Mond;scheinen;hell;über;der;still;Wald
53.0|der Stern|noun|star|Der Stern leuchtete hell am nächtlichen Himmel.|The star shone brightly in the night sky.|der;Stern;leuchten;hell;an;nächtlich;Himmel
54.0|gucken|Verb|to look|Er wollte um die Ecke gucken, traute sich nicht.|He wanted to look around the corner but didn’t dare.|er;wollen;um;der;Ecke;gucken;trauen;sich;nicht
57.0|dann|adverb|then|Wir essen zuerst und gehen dann spazieren.|We’ll eat first and then go for a walk.|wir;essen;zuerst;und;spazierengehen;dann;spazieren
58.0|spreizen|verb|to spread|Sie spreizte die Finger, um die Wärme zu spüren.|She spread her fingers to feel the warmth.|sie;spreizen;der;Finger;um;der;Wärme;zu;spüren
59.0|sie|pronoun|she|Sie hat das Projekt mit Bravour gemeistert.|She mastered the project with excellence.|sie;haben;der;Projekt;mit;Bravour;meistern
61.0|die Wange|noun|cheek|Ein Kuss landete sanft auf seiner Wange.|A kiss landed softly on his cheek.|ein;Kuss;landen;sanft;auf;sein;Wange
63.0|sprechen|verb|speak|Sie sprechen über wichtige Themen in der Sitzung.|They speak about important topics in the meeting.|sie;sprechen;über;wichtig;Thema;in;der;Sitzung
64.0|von|preposition|from|Er bekam das Geschenk von seiner Schwester.|He received the gift from his sister.|er;bekommen;der;Geschenk;von;sein;Schwester
68.0|manchmal|adverb|sometimes|Manchmal brauchen wir einfach eine Pause.|Sometimes we just need a break.|manchmal;brauchen;wir;einfach;ein;Pause
72.0|auf|preposition|on|Die Welt liegt still auf dem zerbrochenen Spiegel.|The world lies still on the shattered mirror.|der;Welt;liegen;still;auf;der;zerbrochen;Spiegel
73.0|ihr|possessive pronoun|her|Ihr Ziel war klar: den Gipfel erreichen.|Her goal was clear: to reach the summit.|ihr;Ziel;sein;klar;der;Gipfel;erreichen
74.0|nice|adjective|nice|Das Design der neuen Website war wirklich nice und modern.|The design of the new website was really nice and modern.|der;Design;der;neu;Website;sein;wirklich;nice;und;modern
75.0|der Gedanke|noun|the thought|Der Gedanke an Freiheit verging in der Finsternis.|The thought of freedom vanished in the darkness.|der;Gedanke;an;Freiheit;vergehen;in;der;Finsternis
78.0|es|pronoun|it|Es ist erstaunlich, wie schnell die Zeit vergeht.|It is amazing how quickly time passes.|es;sein;erstaunlich;wie;schnell;der;Zeit;vergehen
79.0|nichts|pronoun|nothing|Ohne deinen Rat hätte ich nichts erreicht.|Without your advice, I would have achieved nothing.|ohne;dein;Rat;haben;ich;nichts;erreichen
80.0|zu|preposition|too|Zu viele Gedanken rauben mir den Schlaf.|Too many thoughts rob me of sleep.|zu;vieler;Gedanke;rauben;mir;der;Schlaf
83.0|wir|pronoun|we|Wir sanken in die endlose Stille des Abgrunds.|We sank into the endless silence of the abyss.|wir;sinken;in;der;endlos;Stille;der;Abgrund
84.0|sein|verb|to be|Sein Wunsch war stärker als jede Vernunft.|His desire was stronger than any reason.|sein;Wunsch;sein;stark;als;jeder;Vernunft
85.0|weitergehen|verb|to go on|Die Arbeit muss trotz Hindernissen weitergehen.|The work must go on despite obstacles.|der;Arbeit;muss;trotz;Hindernis;weitergehen
86.0|wie|adverb|how|Wie können wir das Problem effizient lösen?|How can we solve the problem efficiently?|wie;können;wir;der;Problem;effizient;lösen
87.0|bei|preposition|at|Ich bleibe bei meinem ursprünglichen Plan.|I stick to my original plan.|ich;bleiben;bei;mein;ursprünglich;Plan
89.0|der Passant|noun|the passerby|Ein aufmerksamer Passant alarmierte die Feuerwehr.|An attentive passerby alerted the fire department.|ein;aufmerksam;Passant;alarmieren;der;Feuerwehr
90.0|oder|conjunction|or|Möchtest du Tee oder Kaffee zum Frühstück?|Do you want tea or coffee for breakfast?|Möchtest;du;Tee;oder;Kaffee;zu;Frühstück
92.0|die Passantin|noun|female passerby|Eine Passantin bemerkte den Unfall und rief Hilfe.|A female passerby noticed the accident and called for help.|ein;Passantin;bemerken;der;Unfall;und;rufen;Hilfe
95.0|lieben|verb|love|Er wird sie für immer lieben, egal was passiert.|He will love her forever, no matter what happens.|er;werden;sie;für;immer;lieben;egal;was;passieren
96.0|mich|pronoun|me|Sie bat mich, den Brief heimlich zu übergeben.|She asked me to deliver the letter secretly.|sie;bitten;mich;der;Brief;heimlich;zu;übergeben
97.0|nicht|adverb|not|Das ist nicht das Ende, sondern ein neuer Anfang.|This is not the end, but a new beginning.|der;sein;nicht;der;Ende;sondern;ein;neu;Anfang
98.0|nur|adverb|only|Es bleibt nur die Option, mutig voranzugehen.|Only the option to move forward courageously remains.|es;bleiben;nur;der;Option;mutig;voranzugehen
99.0|weil|conjunction|because|Weil der Regen fiel, wurden die Spuren verschleiert.|Because the rain fell, the traces were obscured.|weil;der;Regen;fallen;werden;der;Spur;verschleiern
101.0|sich|pronoun|oneself|Er musste sich auf die neue Situation einstellen.|He had to adjust himself to the new situation.|er;musste;sich;auf;der;neu;Situation;einstellen
102.0|sexy|adjective|sexy|Das neue Auto-Modell ist modern und sexy designt.|The new car model is modern and sexy in design.|der;neu;Auto-Modell;sein;modern;und;sexy;designen
104.0|doch|adverb|yet|Es ist schwierig, doch wir geben nicht auf.|It’s difficult, yet we don’t give up.|es;sein;schwierig;doch;wir;aufgeben;nicht;auf
108.0|der Hintergrund|noun|the background|Im Hintergrund lief leise klassische Musik.|Classical music was playing softly in the background.|in;Hintergrund;laufen;leise;klassisch;Musik
109.0|wenn|conjunction|if|Wenn du träumst, bist du der Welt entrückt.|If you dream, you are detached from the world.|wenn;du;träumen;sein;du;der;Welt;entrücken
113.0|drehen|verb|turn|Die Windmühlenflügel drehten sich im Wind.|The windmill blades turned in the wind.|der;Windmühlenflügel;drehen;sich;in;Wind
115.0|nehmen|verb|to take|Er nahm den Regenschirm und ging hinaus.|He took the umbrella and went outside.|er;nehmen;der;Regenschirm;und;hinausgehen;hinaus
117.0|Rechnungsbeleg|Noun|receipt|Ohne Rechnungsbeleg gibt es keine Rückerstattung.|Without a receipt, there’s no refund.|ohne;Rechnungsbeleg;geben;es;kein;Rückerstattung
119.0|zahlen|verb|pay|Sie musste an der Kasse mit Karte zahlen.|She had to pay with a card at the checkout.|sie;musste;an;der;Kasse;mit;Karte;zahlen
122.0|der Boss|Substantiv|boss|Der Boss des Teams zeigte erstaunliche Führungsqualitäten.|The boss of the team displayed amazing leadership skills.|der;Boss;der;Team;zeigen;erstaunlich;Führungsqualität
126.0|haben|verb|to have|Wir haben genug Zeit für ein weiteres Abenteuer.|We have enough time for another adventure.|wir;haben;genug;Zeit;für;ein;weit;Abenteuer
129.0|das Haar|noun|the hair|Das Haar glänzte wie schimmernde Asche im Licht.|The hair shone like shimmering ash in the light.|der;Haar;glänzen;wie;schimmernd;Asche;in;Licht
129.001|die Haar|noun|the hair|Die Haar ist ein Symbol für Schönheit und Stolz.|The hair is a symbol of beauty and pride.|der;Haar;sein;ein;Symbol;für;Schönheit;und;Stolz
130.0|an|preposition|at|An der Schwelle wartete das drohende Unbekannte.|At the threshold, the looming unknown waited.|an;der;Schwelle;warten;der;drohend;unbekannte
131.0|der Kopf|noun|head|Er schüttelte den Kopf vor Verzweiflung.|He shook his head in despair.|er;schütteln;der;Kopf;vor;Verzweiflung
135.0|kein|determiner|no|Es gibt kein Zurück mehr, nur den Weg nach vorn.|There is no turning back, only the way forward.|es;geben;kein;Zurück;mehr;nur;der;Weg;nach;vorn
136.0|der Engel|noun|the angel|Der Engel lächelte sanft im goldenen Abendlicht.|The angel smiled softly in the golden evening light.|der;Engel;lächeln;sanft;in;golden;Abendlicht
139.0|n|noun|n|Die Variable n steht für eine natürliche Zahl.|The variable n represents a natural number.|der;Variable;n;stehen;für;ein;natürlich;Zahl
140.0|die Menge|noun|the crowd|Die Menge jubelte, als das Feuerwerk begann.|The crowd cheered as the fireworks began.|der;Menge;jubeln;als;der;Feuerwerk;beginnen
141.0|das Laster|noun|truck|Das Laster blockierte die enge Landstraße.|The truck blocked the narrow country road.|der;Laster;blockieren;der;eng;Landstraße
141.001|der Laster|noun|vice|Der Laster der Gier zerfrisst seine Seele.|The vice of greed devours his soul.|der;Laster;der;Gier;zerfrissen;sein;Seele
144.0|bestehen|verb|to pass|Er bestand die Prüfung mit Auszeichnung.|He passed the exam with distinction.|er;bestehen;der;Prüfung;mit;Auszeichnung
147.0|das Prozent|noun|the percent|Nur fünf Prozent der Befragten stimmten dagegen.|Only five percent of the respondents voted against.|nur;fünf;Prozent;der;befragter;stimmen;dagegen
148.0|aus|preposition|out|Aus der Tiefe stieg eine unheimliche Stille auf.|Out of the depths arose an eerie silence.|aus;der;Tiefe;aufsteigen;ein;unheimlich;Stille;auf
149.0|das Wasser|Nomen|the water|Das Wasser im Brunnen schimmerte dunkel und klar.|The water in the well shimmered dark and clear.|der;Wasser;in;Brunnen;schimmern;dunkel;und;klar
153.0|dünn|adjective|thin|Das dünne Papier riss bei der kleinsten Berührung.|The thin paper tore at the slightest touch.|der;dünn;Papier;riss;bei;der;klein;Berührung
160.0|gesund|adjective|healthy|Eine ausgewogene Ernährung hält den Körper gesund.|A balanced diet keeps the body healthy.|ein;ausgewogen;Ernährung;halten;der;Körper;gesund
162.0|du|pronoun|you|Du solltest die Anweisungen genauer durchlesen.|You should read the instructions more carefully.|du;sollen;der;Anweisung;genau;durchlesen
163.0|der Bastard|noun|bastard|Der Bastard hatte keinerlei Skrupel gezeigt.|The bastard showed no scruples at all.|der;Bastard;haben;keinerlei;Skrupel;zeigen
166.0|reinigen|Verb|to clean|Er musste die alte Fabrikhalle gründlich reinigen.|He had to thoroughly clean the old factory hall.|er;musste;der;alt;Fabrikhalle;gründlich;reinigen
168.0|die Wohnung|noun|the apartment|Die Wohnung war hell und modern eingerichtet.|The apartment was bright and modernly furnished.|der;Wohnung;sein;hell;und;modern;einrichten
170.0|der Schwamm|noun|sponge|Der Schwamm saugte das Wasser sofort auf.|The sponge immediately absorbed the water.|der;Schwamm;aufsaugen;der;Wasser;sofort;auf
172.0|die Seife|noun|the soap|Die Seife duftete nach Lavendel und Rosmarin.|The soap smelled like lavender and rosemary.|der;Seife;duften;nach;Lavendel;und;Rosmarin
178.0|die Frau|noun|woman|Die Frau an der Kasse war sehr freundlich.|The woman at the cash register was very friendly.|der;Frau;an;der;Kasse;sein;sehr;freundlich
179.0|sondern|conjunction|but rather|Nicht Kritik, sondern Lob ist hier gefragt.|Not criticism, but rather praise is needed here.|nicht;Kritik;sondern;Lob;sein;hier;fragen
182.0|die Reihe|noun|row|In der ersten Reihe saßen nur geladene Gäste.|In the first row sat only invited guests.|in;der;erster;Reihe;sitzen;nur;geladen;Gast
188.0|uns|pronoun|us|Die Zeit hat uns alle enger zusammengebracht.|Time brought us all closer together.|der;Zeit;haben;uns;alle;eng;zusammenbringen
203.0|können|verb|can|Ich kann die Dunkelheit nicht vertreiben.|I can't drive away the darkness.|ich;können;der;Dunkelheit;nicht;vertreiben
204.0|das Kommen|noun|arrival|Das Kommen des Gastes wurde freudig erwartet.|The arrival of the guest was eagerly awaited.|der;Kommen;der;Gast;werden;freudig;erwarten
208.0|die Party|noun|party|Die Party dauerte bis in die frühen Morgenstunden.|The party lasted until the early morning hours.|der;Party;dauern;bis;in;der;früh;Morgenstunde
209.0|hören|verb|to hear|Man konnte das Rauschen des Flusses hören.|You could hear the rushing of the river.|man;können;der;Rauschen;der;Fluß;hören
211.0|jeder|Pronoun|everyone|Jeder hat das Recht, seine Meinung zu äußern.|Everyone has the right to express their opinion.|jeder;haben;der;Recht;sein;Meinung;zu;äußern
212.0|der Obstbauer|noun|the fruit farmer|Der Obstbauer erntete die ersten Äpfel des Jahres.|The fruit farmer harvested the first apples of the year.|der;Obstbauer;ernten;der;erster;Äpfel;der;Jahr
213.0|schwärmen|Verb|to rave|Sie schwärmte stundenlang von ihrer Reise nach Island.|She raved about her trip to Iceland for hours.|sie;schwärmen;stundenlang;von;ihr;Reise;nach;Island
214.0|denn|conjunction|because|Ich bleibe zu Hause, denn draußen tobt ein Sturm.|I am staying home because a storm is raging outside.|ich;bleiben;zu;Haus;denn;draußen;toben;ein;Sturm
216.0|schütteln|verb|to shake|Er musste den Kopf schütteln, um klar zu denken.|He had to shake his head to think clearly.|er;musste;der;Kopf;schütteln;um;klar;zu;denken
224.0|der Ärmel|noun|sleeve|Der Ärmel seiner Jacke war völlig zerrissen.|The sleeve of his jacket was completely torn.|der;Ärmel;sein;Jacke;sein;völlig;zerrissen
228.0|mal|adverb|once|Komm doch mal vorbei, wenn du Zeit hast.|Come by once if you have time.|vorbeiKomm;doch;mal;vorbei;wenn;du;Zeit;haben
231.0|aber|conjunction|but|Sie wollte mitkommen, aber der Regen hielt sie ab.|She wanted to come along, but the rain stopped her.|sie;wollen;mitkommen;aber;der;Regen;abhalten;sie;ab
233.0|schämen|verb|to be ashamed|Man sollte sich nie für seine Herkunft schämen.|One should never be ashamed of their origin.|man;sollen;sich;nie;für;sein;Herkunft;schämen
240.0|der Fick|noun|the fuck|Dieser Film war ein absoluter Fick fürs Gehirn.|This movie was an absolute mindfuck.|dieser;Film;sein;ein;absolut;Fick;für;Gehirn
243.0|der Ehrbegriff|noun|concept of honor|Der Ehrbegriff spielte in ihrer Kultur eine zentrale Rolle.|The concept of honor played a central role in their culture.|der;Ehrbegriff;spielen;in;ihr;Kultur;ein;zentral;Rolle
245.0|freuen|verb|to rejoice|Sie freute sich auf die düsteren Klänge der Nacht.|She rejoiced in the dark sounds of the night.|sie;freuen;sich;auf;der;düster;Klang;der;Nacht
250.0|die Emanzipation|noun|emancipation|Die Emanzipation der Frauen war ein langer Kampf.|The emancipation of women was a long struggle.|der;Emanzipation;der;Frau;sein;ein;lang;Kampf
253.0|der Bruder|noun|the brother|Ihr Bruder half ihr, das schwere Gepäck zu tragen.|Her brother helped her carry the heavy luggage.|ihr;Bruder;helfen;ihr;der;schwer;Gepäck;zu;tragen
256.0|endlich|adverb|finally|Endlich brach das Schweigen in der Finsternis.|Finally, the silence broke in the darkness.|endlich;brechen;der;schweigen;in;der;Finsternis
257.0|das Gefühl|noun|the feeling|Ich hatte das Gefühl, beobachtet zu werden.|I had the feeling of being watched.|ich;haben;der;Gefühl;beobachten;zu;werden
258.0|zeigen|verb|show|Er wollte der Klasse sein Talent zeigen.|He wanted to show his talent to the class.|er;wollen;der;Klasse;sein;Talent;zeigen
262.0|das Bügeleisen|Noun|iron|Das Bügeleisen steht noch auf der Wäsche.|The iron is still on the laundry.|der;Bügeleisen;stehen;noch;auf;der;Wäsche
263.0|durch|preposition|through|Er ging durch den Sturm, ohne einen Blick zurück.|He walked through the storm without looking back.|er;zurückgehen;durch;der;Sturm;ohne;ein;Blick;zurück
265.0|die Küche|noun|the kitchen|Die Küche war hell und roch nach frischem Brot.|The kitchen was bright and smelled of fresh bread.|der;Küche;sein;hell;und;roch;nach;frisch;Brot
267.0|ohne|Preposition|without|Ohne Mut gibt es keinen echten Fortschritt.|Without courage, there is no real progress.|ohne;Mut;geben;es;kein;echt;Fortschritt
268.0|dass|conjunction|that|Ich hoffe, dass wir uns bald wiedersehen.|I hope that we will see each other again.|ich;hoffen;dass;wir;sich;bald;wiedersehen
270.0|überpeinlich|adjective|super embarrassing|Ihr Auftritt war einfach überpeinlich für alle.|Her performance was just super embarrassing for everyone.|ihr;Auftritt;sein;einfach;überpeinlich;für;alle
275.0|die Zeit|noun|time|Die Zeit verflog während des spannenden Gesprächs.|Time flew during the exciting conversation.|der;Zeit;verfelogen;während;der;spannend;Gespräch
280.0|männlich|adjective|male|Das männliche Reh sprang über die Lichtung.|The male deer jumped over the clearing.|der;männlich;Reh;springen;über;der;Lichtung
281.0|der Freundeskreis|noun|circle of friends|Der Freundeskreis traf sich jeden Samstagabend.|The circle of friends met every Saturday evening.|der;Freundeskreis;treffen;sich;jeder;Samstagabend
287.0|die Grenze|Nomen|the border|An der Grenze warteten Schatten auf den Einbruch.|At the border, shadows awaited the breach.|an;der;Grenze;warten;Schatten;auf;der;Einbruch
289.0|der Zaun|noun|fence|Der Zaun wurde neu gestrichen und verstärkt.|The fence was newly painted and reinforced.|der;Zaun;werden;neu;streichen;und;verstärken
294.0|der Großteil|noun|the majority|Der Großteil der Gäste kam erst nach 20 Uhr.|The majority of the guests arrived after 8 p.m.|der;Großteil;der;Gast;kommen;erst;nach;20;Uhr
295.0|scheinbar|adjective|seemingly|Er war scheinbar ruhig, aber innerlich nervös.|He was seemingly calm but inwardly nervous.|er;sein;scheinbar;ruhig;aber;innerlich;nervös
296.0|denken|verb|think|Ich denke oft an die schönen Sommertage.|I often think of the beautiful summer days.|ich;denken;oft;an;der;schön;Sommertag
299.0|Treueeid|noun|oath of loyalty|Der Treueeid wurde mit einer Zeremonie abgelegt.|The oath of loyalty was taken with a ceremony.|der;Treueeid;werden;mit;ein;Zeremonie;ablegen
302.0|das Gefängnis|noun|the prison|Das Gefängnis lag auf einem abgelegenen Hügel.|The prison was located on a remote hill.|der;Gefängnis;liegen;auf;ein;abgelegen;Hügel
303.0|bedeutsam|adjective|significant|Sein Beitrag war für das Team äußerst bedeutsam.|His contribution was extremely significant for the team.|sein;Beitrag;sein;für;der;Team;äußerst;bedeutsam
307.0|einvernehmlich|adjective|mutual|Die Scheidung wurde einvernehmlich geregelt.|The divorce was settled mutually.|der;Scheidung;werden;einvernehmlich;regeln
308.0|der Sex|noun|the sex|In ihrer Kunst thematisierte sie oft den Sex.|In her art, she often explored sex.|in;ihr;Kunst;thematisieren;sie;oft;der;Sex
314.0|Peitschenschlag|noun|whiplash|Der Peitschenschlag hallte durch die endlose Steppe.|The whiplash echoed through the endless steppe.|der;Peitschenschlag;halln;durch;der;endlos;Steppe
317.0|die Regel|noun|rule|Die Regel ist klar und muss beachtet werden.|The rule is clear and must be followed.|der;Regel;sein;klar;und;muss;beachten;werden
318.0|verletzen|verb|to injure|Die scharfen Kanten könnten jemanden verletzen.|The sharp edges could injure someone.|der;scharf;Kante;können;jemand;verletzen
320.0|würgen|verb|choke|Er begann zu würgen, als er sich verschluckte.|He started to choke when he swallowed wrong.|er;beginnen;zu;würgen;als;er;sich;verschlucken
323.0|zwei|numeral|two|Zwei Monde leuchteten über der stillen Wüste.|Two moons shone over the silent desert.|zwei;Mond;leuchten;über;der;still;Wüste
324.0|das Ding|noun|the thing|Das Ding hat mehr Gewicht, als es aussieht.|The thing weighs more than it looks.|der;Ding;haben;mehr;Gewicht;als;es;aussehen
327.0|der Respekt|noun|respect|Respekt ist in einer Beziehung unerlässlich.|Respect is essential in a relationship.|Respekt;sein;in;ein;Beziehung;unerlässlich
332.0|das Zeichen|noun|sign|Das Zeichen am Himmel deutete auf ein nahendes Unwetter hin.|The sign in the sky indicated an approaching storm.|der;Zeichen;an;Himmel;hindeuten;auf;ein;nahend;Unwetter;hin
335.0|Machtverteilung|noun|distribution of power|Die Machtverteilung im Land blieb ein Streitpunkt.|The distribution of power in the country remained a point of contention.|der;Machtverteilung;in;Land;bleiben;ein;Streitpunkt
338.0|komplett|adjective|complete|Das Puzzle ist endlich komplett zusammengesetzt.|The puzzle is finally put together completely.|der;Puzzle;sein;endlich;komplett;zusammensetzen
342.0|zeitgemäß|adjective|modern|Die zeitgemäße Architektur harmonierte mit der Umgebung.|The modern architecture harmonized with the surroundings.|der;zeitgemäß;Architektur;harmonieren;mit;der;Umgebung
343.0|das Konzept|noun|concept|Das Konzept wurde in der Präsentation erklärt.|The concept was explained in the presentation.|der;Konzept;werden;in;der;Präsentation;erklären
346.0|so|adverb|so|Es war so still, dass man das Atmen hörte.|It was so quiet you could hear breathing.|es;sein;so;still;dass;man;der;Atmen;hören
352.0|die Zahl|noun|number|Die Zahl der Teilnehmer überstieg alle Erwartungen.|The number of participants exceeded all expectations.|der;Zahl;der;Teilnehmer;überstieg;aller;Erwartung
353.0|zwischen|preposition|between|Das Gespräch zwischen den beiden war angespannt.|The conversation between the two was tense.|der;Gespräch;zwischen;der;beide;sein;angespannt
354.0|eins|numeral|one|Eins plus eins ergibt zwei, so einfach ist das.|One plus one equals two; it’s that simple.|eins;plus;eins;ergeben;zwei;so;einfach;sein;der
356.0|zehn|Numeral|ten|In zehn Minuten wird das Licht ausgehen.|In ten minutes, the light will go out.|in;zehn;Minute;werden;der;Licht;ausgehen
357.0|Bitch|noun|bitch|Das Wort „Bitch“ wird oft kontrovers diskutiert.|"The word ""bitch"" is often a topic of controversy."|der;Wort;Bitch;werden;oft;kontrovers;diskutieren
361.0|außerdem|Adverb|besides|Außerdem hat sie die Präsentation vorbereitet.|Besides, she prepared the presentation.|außerdem;haben;sie;der;Präsentation;vorbereiten
363.0|Austauschware|noun|replacement product|Die Austauschware wurde schnell und kostenlos geliefert.|The replacement product was delivered quickly and free of charge.|der;Austauschware;werden;schnell;und;kostenlos;liefern
364.0|der Punkt|Noun|the point|Der Punkt auf der Landkarte markierte ihren Standort.|The point on the map marked their location.|der;Punkt;auf;der;Landkarte;markieren;ihr;Standort
367.0|wissen|verb|know|Ich will wissen, warum du zu spät gekommen bist.|I want to know why you arrived late.|ich;wollen;wissen;warum;du;zu;spät;kommen;sein
370.0|aussehen|verb|to look like|Das Haus soll modern und stilvoll aussehen.|The house should look modern and stylish.|der;Haus;sollen;modern;und;stilvoll;aussehen
371.0|ja|interjection|yes|Ja, das wäre eine großartige Gelegenheit für uns.|Yes, that would be a great opportunity for us.|ja;der;sein;ein;großartig;Gelegenheit;für;uns
372.0|das Auge|Noun|eye|Das Auge erfasste jedes Detail des Gemäldes.|The eye captured every detail of the painting.|der;Auge;erfassen;jeder;Detail;der;Gemälde
373.0|die Nase|Noun|nose|Die Nase des Hundes war kalt und feucht.|The dog's nose was cold and wet.|der;Nase;der;Hund;sein;kalt;und;feucht
374.0|der Mund|noun|mouth|Der Mund war mit Schokolade verschmiert.|The mouth was smeared with chocolate.|der;Mund;sein;mit;Schokolade;verschmieren
374.001|die Mund|noun|the mouth|Der Mund des Babys war mit Schokolade verschmiert.|The baby's mouth was smeared with chocolate.|der;Mund;der;Baby;sein;mit;Schokolade;verschmieren
378.0|bücken|verb|to bend down|Er musste sich bücken, um den Schlüssel aufzuheben.|He had to bend down to pick up the key.|er;musste;sich;bücken;um;der;Schlüssel;aufheben
380.0|sonst|adverb|otherwise|Beeil dich, sonst verpassen wir den Zug.|Hurry up, otherwise we’ll miss the train.|Beeil;dich;sonst;verpassen;wir;der;Zug
384.0|auch|adverb|also|Auch kleine Taten können Großes bewirken.|Even small deeds can achieve great things.|auch;klein;Tat;können;Großes;bewirken
385.0|nix|noun|nothing|Ich habe nix mehr im Kühlschrank gefunden.|I found nothing left in the fridge.|ich;haben;nix;mehr;in;Kühlschrank;finden
386.0|hochheben|verb|to lift up|Er konnte den schweren Stein mit Leichtigkeit hochheben.|He was able to lift up the heavy stone with ease.|er;können;der;schwer;Stein;mit;Leichtigkeit;hochheben
390.0|ficken|verb|to copulate|Dieser Roman vermeidet es, trivial zu ficken.|This novel avoids being trivial in its copulation.|dieser;Roman;vermeiden;es;trivial;zu;ficken
392.0|das Leben|noun|the life|Das Leben auf dem Land ist ruhig und entspannend.|Life in the countryside is calm and relaxing.|der;Leben;auf;der;Land;sein;ruhig;und;entspannend
396.0|schön|adjective|beautiful|Es war ein schön gedeckter Tisch im Garten.|It was a beautifully set table in the garden.|es;sein;ein;schön;gedeckt;Tisch;in;Garten
399.0|der Gebrauch|noun|use|Der Gebrauch von Metaphern macht den Text lebendig.|The use of metaphors makes the text vivid.|der;Gebrauch;von;Metapher;machen;der;Text;lebendig
403.0|man|pronoun|one|Man sollte niemals die Hoffnung aufgeben.|One should never give up hope.|man;sollen;niemals;der;Hoffnung;aufgeben
407.0|der Schicksalsschlag|noun|stroke of fate|Nach diesem Schicksalsschlag brauchte er Zeit zur Erholung.|After this stroke of fate, he needed time to recover.|nach;dieser;Schicksalsschlag;brauchen;er;Zeit;zu;Erholung
409.0|das Gesicht|noun|face|Das Gesicht des Kindes strahlte vor Freude.|The face of the child glowed with joy.|der;Gesicht;der;Kind;strahlen;vor;Freude
410.0|ablesen|verb|to read off|Er konnte die Zahlen problemlos ablesen.|He could easily read off the numbers.|er;können;der;Zahl;problemlos;ablesen
411.0|das Mal|noun|time (occurrence)|Das erste Mal bleibt oft unvergessen in Erinnerung.|The first time often remains unforgettable in memory.|der;erster;Mal;bleiben;oft;unvergessen;in;Erinnerung
412.0|entsprechen|Verb|to correspond|Das Angebot muss den Standards entsprechen.|The offer must correspond to the standards.|der;Angebot;muss;der;Standard;entsprechen
415.0|die Erscheinung|noun|phenomenon|Die Erscheinung am Horizont löste große Verwunderung aus.|The phenomenon on the horizon caused great astonishment.|der;Erscheinung;an;Horizont;auslösen;groß;Verwunderung;aus
419.0|eher|adverb|rather|Das ist eher eine Ausnahme als die Regel.|This is rather an exception than the rule.|der;sein;eher;ein;Ausnahme;als;der;Regel
